pick_id,EV
Golden_State_Warriors_2028_1,0.49355600000000005
Golden_State_Warriors_2028_2,0.06438264
Golden_State_Warriors_2029_1,0.48215892000000005
Golden_State_Warriors_2029_2,0.06203388
Golden_State_Warriors_2030_1,0.40519989
Golden_State_Warriors_2030_2,0.052872
Golden_State_Warriors_2031_1,0.34909472
Golden_State_Warriors_2031_2,0.04592983
Golden_State_Warriors_2032_1,0.32336209
Golden_State_Warriors_2032_2,0.04274944
Houston_Rockets_2026_1,0.13
Houston_Rockets_2026_2,0.015
Houston_Rockets_2027_1,0.13293774
Houston_Rockets_2027_2,0.015850200000000002
Houston_Rockets_2028_1,0.139756
Houston_Rockets_2028_2,0.01710768
Houston_Rockets_2029_1,0.19496521
Houston_Rockets_2029_2,0.026658010000000003
Houston_Rockets_2030_1,0.26280551999999996
Houston_Rockets_2030_2,0.03550735
Houston_Rockets_2031_1,0.30549501
Houston_Rockets_2031_2,0.0408545
Houston_Rockets_2032_1,0.31911408999999996
Houston_Rockets_2032_2,0.04224542
Indiana_Pacers_2026_1,0.59220425
Indiana_Pacers_2027_1,0.21041904
Indiana_Pacers_2027_2,0.029285969999999998
Indiana_Pacers_2028_1,0.2130993
Indiana_Pacers_2028_2,0.030114960000000003
Indiana_Pacers_2029_1,0.23262183
Indiana_Pacers_2029_2,0.03204814
Indiana_Pacers_2030_1,0.30152041
Indiana_Pacers_2030_2,0.0404603
Indiana_Pacers_2031_1,0.30892295
Indiana_Pacers_2031_2,0.041052620000000005
Indiana_Pacers_2032_1,0.3183122
Indiana_Pacers_2032_2,0.04226493
Los_Angeles_Clippers_2026_1,0.46959324999999996
Los_Angeles_Clippers_2027_2,0.07698615
Los_Angeles_Clippers_2028_1,0.33165207
Los_Angeles_Clippers_2028_2,0.04686312
Los_Angeles_Clippers_2029_1,0.43962089000000004
Los_Angeles_Clippers_2029_2,0.05753877
Los_Angeles_Clippers_2030_1,0.44188478
Los_Angeles_Clippers_2030_2,0.05721652
Los_Angeles_Clippers_2031_1,0.36499063
Los_Angeles_Clippers_2031_2,0.04794633
Los_Angeles_Clippers_2032_1,0.31887874
Los_Angeles_Clippers_2032_2,0.04222358
Los_Angeles_Lakers_2026_1,0.175
Los_Angeles_Lakers_2026_2,0.0225
Los_Angeles_Lakers_2027_2,0.0343879
Los_Angeles_Lakers_2028_1,0.17803663
Los_Angeles_Lakers_2028_2,0.02393688
Los_Angeles_Lakers_2029_1,0.21306930000000002
Los_Angeles_Lakers_2029_2,0.02939504
Los_Angeles_Lakers_2030_1,0.23453143999999998
Los_Angeles_Lakers_2030_2,0.03178152
Los_Angeles_Lakers_2031_1,0.28724024
Los_Angeles_Lakers_2031_2,0.03839452
Los_Angeles_Lakers_2032_1,0.32027681
Los_Angeles_Lakers_2032_2,0.04238198
Memphis_Grizzlies_2026_1,0.33961175000000005
Memphis_Grizzlies_2026_2,0.05079775
Memphis_Grizzlies_2027_1,0.54937769
Memphis_Grizzlies_2027_2,0.07029622999999999
Memphis_Grizzlies_2028_1,0.5702396399999999
Memphis_Grizzlies_2028_2,0.07141631999999999
Memphis_Grizzlies_2029_1,0.53086518
Memphis_Grizzlies_2029_2,0.06700557
Memphis_Grizzlies_2030_1,0.42073006999999996
Memphis_Grizzlies_2030_2,0.054695270000000004
Memphis_Grizzlies_2031_1,0.36748197
Memphis_Grizzlies_2031_2,0.04809968
Memphis_Grizzlies_2032_1,0.31719823
Memphis_Grizzlies_2032_2,0.04207475
Miami_Heat_2026_1,0.27
Miami_Heat_2027_1,0.34682429324389075
Miami_Heat_2027_2,0.04422443
Miami_Heat_2028_1,0.29095706
Miami_Heat_2029_1,0.28583891
Miami_Heat_2029_2,0.03907592
Miami_Heat_2030_1,0.37362167
Miami_Heat_2030_2,0.04909867
Miami_Heat_2031_1,0.35551654
Miami_Heat_2031_2,0.046994839999999996
Miami_Heat_2032_1,0.32218919
Miami_Heat_2032_2,0.04251156
Milwaukee_Bucks_2026_1,0.4001175
Milwaukee_Bucks_2026_2,0.056953
Milwaukee_Bucks_2027_1,0.61766831
Milwaukee_Bucks_2027_2,0.07597675
Milwaukee_Bucks_2028_2,0.0738312
Milwaukee_Bucks_2029_1,0.51325014
Milwaukee_Bucks_2029_2,0.06548008
Milwaukee_Bucks_2030_1,0.43382046
Milwaukee_Bucks_2030_2,0.056136149999999996
Milwaukee_Bucks_2031_1,0.35651973
Milwaukee_Bucks_2031_2,0.04696581
Milwaukee_Bucks_2032_1,0.32092426
Milwaukee_Bucks_2032_2,0.04242271
Minnesota_Timberwolves_2026_2,0.0375
Minnesota_Timberwolves_2027_1,0.26481930000000004
Minnesota_Timberwolves_2027_2,0.03919276
Minnesota_Timberwolves_2028_1,0.17166141000000001
Minnesota_Timberwolves_2028_2,0.02279184
Minnesota_Timberwolves_2029_1,0.18607558
Minnesota_Timberwolves_2029_2,0.0252928
Minnesota_Timberwolves_2030_1,0.22696742
Minnesota_Timberwolves_2030_2,0.0308204
Minnesota_Timberwolves_2031_1,0.29445875
Minnesota_Timberwolves_2031_2,0.0393365
Minnesota_Timberwolves_2032_1,0.15
Minnesota_Timberwolves_2032_2,0.04229549
New_Orleans_Pelicans_2026_1,0.63822875
New_Orleans_Pelicans_2026_2,0.0781885
New_Orleans_Pelicans_2027_1,0.42657547000000007
New_Orleans_Pelicans_2028_1,0.47056044
New_Orleans_Pelicans_2028_2,0.0621372
New_Orleans_Pelicans_2029_1,0.38786422000000004
New_Orleans_Pelicans_2029_2,0.051328790000000006
New_Orleans_Pelicans_2030_1,0.34410577
New_Orleans_Pelicans_2030_2,0.04556876
New_Orleans_Pelicans_2031_1,0.32336874000000004
New_Orleans_Pelicans_2031_2,0.04292629
New_Orleans_Pelicans_2032_1,0.3178546
New_Orleans_Pelicans_2032_2,0.042160050000000004
New_York_Knicks_2026_1,0.155
New_York_Knicks_2026_2,0.02
New_York_Knicks_2027_1,0.25134320000000004
New_York_Knicks_2027_2,0.0366818
New_York_Knicks_2028_2,0.04923552
New_York_Knicks_2029_1,0.41159944000000004
New_York_Knicks_2029_2,0.05424637
New_York_Knicks_2030_1,0.3822365
New_York_Knicks_2030_2,0.05020938
New_York_Knicks_2031_1,0.35436024000000005
New_York_Knicks_2031_2,0.04670411
New_York_Knicks_2032_1,0.32092569
New_York_Knicks_2032_2,0.0425208
Oklahoma_City_Thunder_2026_1,0.1175
Oklahoma_City_Thunder_2026_2,0.0125
Oklahoma_City_Thunder_2027_2,0.0141809
Oklahoma_City_Thunder_2028_1,0.15179558999999998
Oklahoma_City_Thunder_2028_2,0.01925232
Oklahoma_City_Thunder_2029_1,0.17829056000000001
Oklahoma_City_Thunder_2029_2,0.024014670000000002
Oklahoma_City_Thunder_2030_1,0.26868476999999996
Oklahoma_City_Thunder_2030_2,0.03624314
Oklahoma_City_Thunder_2031_1,0.30044907
Oklahoma_City_Thunder_2031_2,0.04015384
Oklahoma_City_Thunder_2032_1,0.32118807
Oklahoma_City_Thunder_2032_2,0.04254472
Orlando_Magic_2026_1,0.1875
Orlando_Magic_2026_2,0.025
Orlando_Magic_2027_1,0.27938611
Orlando_Magic_2027_2,0.04177321
Orlando_Magic_2028_1,0.27138528
Orlando_Magic_2028_2,0.03897528
Orlando_Magic_2029_1,0.22285221000000002
Orlando_Magic_2029_2,0.0307738
Orlando_Magic_2030_1,0.27631453
Orlando_Magic_2030_2,0.03727718
Orlando_Magic_2031_1,0.32482454000000005
Orlando_Magic_2031_2,0.04297043
Orlando_Magic_2032_1,0.31949446
Orlando_Magic_2032_2,0.042384530000000004
Philadelphia_76ers_2026_1,0.295
Philadelphia_76ers_2026_2,0.045
Philadelphia_76ers_2027_1,0.3079659802222449
Philadelphia_76ers_2027_2,0.04717409
Philadelphia_76ers_2029_1,0.34506871
Philadelphia_76ers_2029_2,0.046344790000000004
Philadelphia_76ers_2030_1,0.25475408
Philadelphia_76ers_2030_2,0.03460039
Philadelphia_76ers_2031_1,0.29186034
Philadelphia_76ers_2031_2,0.0390613
Philadelphia_76ers_2032_1,0.31870898999999997
Philadelphia_76ers_2032_2,0.0421918
Phoenix_Suns_2026_1,0.36921875
Phoenix_Suns_2026_2,0.05405225
Phoenix_Suns_2027_1,0.3643551
Phoenix_Suns_2027_2,0.05277932
Phoenix_Suns_2028_2,0.06804887999999999
Phoenix_Suns_2029_1,0.46786473000000006
Phoenix_Suns_2029_2,0.06050864
Phoenix_Suns_2030_1,0.42684042
Phoenix_Suns_2030_2,0.0553838
Phoenix_Suns_2031_1,0.3539942
Phoenix_Suns_2031_2,0.046652030000000004
Phoenix_Suns_2032_1,0.15
Phoenix_Suns_2032_2,0.04218485
Portland_Trail_Blazers_2026_1,0.50738575
Portland_Trail_Blazers_2026_2,0.06618049999999999
Portland_Trail_Blazers_2027_1,0.300724625
Portland_Trail_Blazers_2029_1,0.35448257
Portland_Trail_Blazers_2029_2,0.04756519
Portland_Trail_Blazers_2030_1,0.35387822999999996
Portland_Trail_Blazers_2030_2,0.04673716
Portland_Trail_Blazers_2031_1,0.34017418000000005
Portland_Trail_Blazers_2031_2,0.044874239999999996
Portland_Trail_Blazers_2032_1,0.32038301
Portland_Trail_Blazers_2032_2,0.04246266
Sacramento_Kings_2026_1,0.6131435000000001
Sacramento_Kings_2026_2,0.0765375
Sacramento_Kings_2027_1,0.64256197
Sacramento_Kings_2027_2,0.07782863999999999
Sacramento_Kings_2028_1,0.60834736
Sacramento_Kings_2028_2,0.07468848
Sacramento_Kings_2029_1,0.5057003800000001
Sacramento_Kings_2029_2,0.06451722
Sacramento_Kings_2030_1,0.41329538000000005
Sacramento_Kings_2030_2,0.05382256
Sacramento_Kings_2031_1,0.3518041
Sacramento_Kings_2031_2,0.046292770000000004
Sacramento_Kings_2032_1,0.32117739
Sacramento_Kings_2032_2,0.04251372
San_Antonio_Spurs_2027_1,0.15168033
San_Antonio_Spurs_2027_2,0.01934257
San_Antonio_Spurs_2028_1,0.16227579
San_Antonio_Spurs_2028_2,0.02112576
San_Antonio_Spurs_2029_1,0.17179284
San_Antonio_Spurs_2029_2,0.022893629999999998
San_Antonio_Spurs_2030_2,0.033483269999999996
San_Antonio_Spurs_2031_1,0.29278225
San_Antonio_Spurs_2031_2,0.03908282
San_Antonio_Spurs_2032_1,0.32072375999999997
San_Antonio_Spurs_2032_2,0.04254586
Toronto_Raptors_2026_1,0.31
Toronto_Raptors_2026_2,0.0475
Toronto_Raptors_2027_1,0.22475749
Toronto_Raptors_2027_2,0.03182978
Toronto_Raptors_2028_1,0.25069969000000003
Toronto_Raptors_2028_2,0.03611304
Toronto_Raptors_2029_1,0.31400414
Toronto_Raptors_2029_2,0.04256959
Toronto_Raptors_2030_1,0.33849921
Toronto_Raptors_2030_2,0.04489568
Toronto_Raptors_2031_1,0.33219205
Toronto_Raptors_2031_2,0.04393934
Toronto_Raptors_2032_1,0.32285765
Toronto_Raptors_2032_2,0.042643799999999996
Utah_Jazz_2026_1,0.65701775
Utah_Jazz_2026_2,0.0793495
Utah_Jazz_2027_1,0.60261033
Utah_Jazz_2027_2,0.07481495
Utah_Jazz_2028_1,0.51023332
Utah_Jazz_2028_2,0.06594095999999999
Utah_Jazz_2029_1,0.42975879703763015
Utah_Jazz_2029_2,0.056212189999999995
Utah_Jazz_2030_1,0.35981697
Utah_Jazz_2030_2,0.04765276
Utah_Jazz_2031_1,0.32494307
Utah_Jazz_2031_2,0.04314994
Utah_Jazz_2032_1,0.31825864000000004
Utah_Jazz_2032_2,0.04229554
Washington_Wizards_2026_1,0.669575
Washington_Wizards_2026_2,0.0803595
Washington_Wizards_2027_1,0.49307906999999995
Washington_Wizards_2027_2,0.0650715
Washington_Wizards_2028_2,0.05748048
Washington_Wizards_2029_1,0.37280189
Washington_Wizards_2029_2,0.04974139
Washington_Wizards_2030_1,0.32236818
Washington_Wizards_2030_2,0.043067900000000006
Washington_Wizards_2031_1,0.31320882
Washington_Wizards_2031_2,0.04148945
Washington_Wizards_2032_1,0.31660443
Washington_Wizards_2032_2,0.04204777
